Tanggal,Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
27/12/2020 ,"3,204","158,615","9,655","4,452","175,926","14,107",22,"1,817",216,-58,"1,997",158
28/12/2020 ,"3,226","159,878","9,919","4,581","177,604","14,500",22,"1,263",264,129,"1,678",393
29/12/2020 ,"3,246","161,337","10,018","5,059","179,660","15,077",20,"1,459",99,478,"2,056",577
30/12/2020 ,"3,266","162,911","9,882","5,654","181,713","15,536",20,"1,574",-136,595,"2,053",459
31/12/2020 ,"3,287","164,881","9,746","5,821","183,735","15,567",21,"1,970",-136,167,"2,022",31
01/01/2021 ,"3,308","166,512","10,082","5,789","185,691","15,871",21,"1,631",336,-32,"1,956",304
02/01/2021 ,"3,334","168,781","10,872","4,599","187,586","15,471",26,"2,269",790,"-1,190","1,895",-400
03/01/2021 ,"3,345","170,510","10,978","4,410","189,243","15,388",11,"1,729",106,-189,"1,657",-83
04/01/2021 ,"3,369","173,036","10,371","4,299","191,075","14,670",24,"2,526",-607,-111,"1,832",-718
05/01/2021 ,"3,392","174,131","10,897","4,479","192,899","15,376",23,"1,095",526,180,"1,824",706
06/01/2021 ,"3,410","175,441","12,196","4,254","195,301","16,450",18,"1,310","1,299",-225,"2,402","1,074"
07/01/2021 ,"3,435","176,882","12,781","4,601","197,699","17,382",25,"1,441",585,347,"2,398",932
08/01/2021 ,"3,463","179,562","13,397","4,236","200,658","17,633",28,"2,680",616,-365,"2,959",251
09/01/2021 ,"3,485","181,613","13,076","5,237","203,411","18,313",22,"2,051",-321,"1,001","2,753",680
10/01/2021 ,"3,517","184,576","13,166","4,863","206,122","18,029",32,"2,963",90,-374,"2,711",-284
11/01/2021 ,"3,551","187,086","13,541","4,405","208,583","17,946",34,"2,510",375,-458,"2,461",-83
12/01/2021 ,"3,589","188,675","14,591","4,397","211,252","18,988",38,"1,589","1,050",-8,"2,669","1,042"
13/01/2021 ,"3,634","191,635","15,009","4,450","214,728","19,459",45,"2,960",418,53,"3,476",471
14/01/2021 ,"3,675","193,719","15,852","4,647","217,893","20,499",41,"2,084",843,197,"3,165","1,040"
15/01/2021 ,"3,710","195,924","15,553","5,247","220,434","20,800",35,"2,205",-299,600,"2,541",301
16/01/2021 ,"3,745","198,136","17,524","4,565","223,970","22,089",35,"2,212","1,971",-682,"3,536","1,289"
17/01/2021 ,"3,779","201,907","16,741","4,938","227,365","21,679",34,"3,771",-783,373,"3,395",-410
18/01/2021 ,"3,815","204,711","16,419","4,781","229,726","21,200",36,"2,804",-322,-157,"2,361",-479
19/01/2021 ,"3,836","209,238","14,604","4,611","232,289","19,215",21,"4,527","-1,815",-170,"2,563","-1,985"
20/01/2021 ,"3,868","210,983","16,389","4,835","236,075","21,224",32,"1,745","1,785",224,"3,786","2,009"
21/01/2021 ,"3,900","213,570","16,966","4,790","239,226","21,756",32,"2,587",577,-45,"3,151",532
22/01/2021 ,"3,940","215,719","17,752","5,607","243,018","23,359",40,"2,149",786,817,"3,792","1,603"
23/01/2021 ,"3,980","219,287","18,657","4,379","246,303","23,036",40,"3,568",905,"-1,228","3,285",-323
24/01/2021 ,"4,024","221,567","19,554","4,670","249,815","24,224",44,"2,280",897,291,"3,512","1,188"
25/01/2021 ,"4,063","224,071","19,869","4,263","252,266","24,132",39,"2,504",315,-407,"2,451",-92
26/01/2021 ,"4,108","227,010","19,432","4,030","254,580","23,462",45,"2,939",-437,-233,"2,314",-670
27/01/2021 ,"4,134","229,981","18,528","3,773","256,416","22,301",26,"2,971",-904,-257,"1,836","-1,161"
28/01/2021 ,"4,185","232,701","18,473","3,946","259,305","22,419",51,"2,720",-55,173,"2,889",118
29/01/2021 ,"4,224","235,140","19,381","4,008","262,753","23,389",39,"2,439",908,62,"3,448",970
30/01/2021 ,"4,254","238,395","20,539","3,056","266,244","23,595",30,"3,255","1,158",-952,"3,491",206
31/01/2021 ,"4,267","242,069","19,272","4,110","269,718","23,382",13,"3,674","-1,267","1,054","3,474",-213
01/02/2021 ,"4,337","244,202","19,824","4,969","273,332","24,793",70,"2,133",552,859,"3,614","1,411"
02/02/2021 ,"4,379","248,515","18,925","4,875","276,694","23,800",42,"4,313",-899,-94,"3,362",-993
03/02/2021 ,"4,420","249,810","21,863","4,168","280,261","26,031",41,"1,295","2,938",-707,"3,567","2,231"
04/02/2021 ,"4,461","254,155","20,419","4,858","283,893","25,277",41,"4,345","-1,444",690,"3,632",-754
05/02/2021 ,"4,502","256,702","21,191","4,838","287,233","26,029",41,"2,547",772,-20,"3,340",752
06/02/2021 ,"4,541","261,027","19,325","4,719","289,612","24,044",39,"4,325","-1,866",-119,"2,379","-1,985"
07/02/2021 ,"4,587","265,369","17,958","5,911","293,825","23,869",46,"4,342","-1,367","1,192","4,213",-175
08/02/2021 ,"4,631","268,785","17,766","5,787","296,969","23,553",44,"3,416",-192,-124,"3,144",-316
09/02/2021 ,"4,681","271,573","18,174","5,978","300,406","24,152",50,"2,788",408,191,"3,437",599
10/02/2021 ,"4,725","274,817","16,676","7,497","303,715","24,173",44,"3,244","-1,498","1,519","3,309",21
11/02/2021 ,"4,748","278,822","14,119","8,540","306,229","22,659",23,"4,005","-2,557","1,043","2,514","-1,514"
12/02/2021 ,"4,798","284,579","10,774","9,888","310,039","20,662",50,"5,757","-3,345","1,348","3,810","-1,997"
13/02/2021 ,"4,850","289,189","9,644","9,374","313,057","19,018",52,"4,610","-1,130",-514,"3,018","-1,644"
14/02/2021 ,"4,895","293,538","9,017","8,103","315,553","17,120",45,"4,349",-627,"-1,271","2,496","-1,898"
15/02/2021 ,"4,940","295,623","8,881","7,988","317,432","16,869",45,"2,085",-136,-115,"1,879",-251
16/02/2021 ,"4,987","297,695","9,042","7,569","319,293","16,611",47,"2,072",161,-419,"1,861",-258
17/02/2021 ,"5,026","299,795","8,467","7,450","320,738","15,917",39,"2,100",-575,-119,"1,445",-694
18/02/2021 ,"5,044","302,451","7,067","6,549","321,111","13,616",18,"2,656","-1,400",-901,373,"-2,301"
19/02/2021 ,"5,081","304,995","7,323","5,632","323,031","12,955",37,"2,544",256,-917,"1,920",-661
20/02/2021 ,"5,121","307,759","7,165","5,858","325,903","13,023",40,"2,764",-158,226,"2,872",68
21/02/2021 ,"5,172","310,412","7,137","5,902","328,623","13,039",51,"2,653",-28,44,"2,720",16
22/02/2021 ,"5,206","312,748","7,528","5,612","331,094","13,140",34,"2,336",391,-290,"2,471",101
23/02/2021 ,"5,248","314,563","7,126","4,939","331,876","12,065",42,"1,815",-402,-673,782,"-1,075"
24/02/2021 ,"5,301","317,003","6,008","4,346","332,658","10,354",53,"2,440","-1,118",-593,782,"-1,711"
25/02/2021 ,"5,346","319,326","5,499","4,068","334,239","9,567",45,"2,323",-509,-278,"1,581",-787
26/02/2021 ,"5,385","321,038","5,560","3,917","335,900","9,477",39,"1,712",61,-151,"1,661",-90
27/02/2021 ,"5,439","322,285","5,885","4,028","337,637","9,913",54,"1,247",325,111,"1,737",436
28/02/2021 ,"5,478","323,892","5,940","4,425","339,735","10,365",39,"1,607",55,397,"2,098",452
01/03/2021 ,"5,528","326,509","5,891","3,865","341,793","9,756",50,"2,617",-49,-560,"2,058",-609
02/03/2021 ,"5,568","328,526","5,072","3,205","342,371","8,277",40,"2,017",-819,-660,578,"-1,479"
03/03/2021 ,"5,613","331,016","3,742","3,437","343,808","7,179",45,"2,490","-1,330",232,"1,437","-1,098"
04/03/2021 ,"5,657","332,758","3,940","3,461","345,816","7,401",44,"1,742",198,24,"2,008",222
05/03/2021 ,"5,702","334,100","4,026","3,147","346,975","7,173",45,"1,342",86,-314,"1,159",-228
06/03/2021 ,"5,748","335,617","4,228","2,998","348,591","7,226",46,"1,517",202,-149,"1,616",53
07/03/2021 ,"5,790","337,426","4,194","3,015","350,425","7,209",42,"1,809",-34,17,"1,834",-17
08/03/2021 ,"5,838","338,931","4,494","2,945","352,208","7,439",48,"1,505",300,-70,"1,783",230
09/03/2021 ,"5,883","340,587","3,856","2,749","353,075","6,605",45,"1,656",-638,-196,867,-834
10/03/2021 ,"5,923","341,398","3,691","3,103","354,115","6,794",40,811,-165,354,"1,040",189
11/03/2021 ,"5,943","342,306","4,253","3,367","355,869","7,620",20,908,562,264,"1,754",826
12/03/2021 ,"5,969","343,351","4,670","3,752","357,742","8,422",26,"1,045",417,385,"1,873",802
13/03/2021 ,"5,991","345,202","4,226","3,357","358,776","7,583",22,"1,851",-444,-395,"1,034",-839
14/03/2021 ,"6,026","347,210","3,443","3,301","359,980","6,744",35,"2,008",-783,-56,"1,204",-839
15/03/2021 ,"6,038","349,002","3,485","3,010","361,535","6,495",12,"1,792",42,-291,"1,555",-249
16/03/2021 ,"6,062","350,561","2,996","2,751","362,370","5,747",24,"1,559",-489,-259,835,-748
17/03/2021 ,"6,077","351,680","2,907","3,036","363,700","5,943",15,"1,119",-89,285,"1,330",196
18/03/2021 ,"6,100","352,827","3,273","3,219","365,419","6,492",23,"1,147",366,183,"1,719",549
19/03/2021 ,"6,120","354,036","3,483","3,368","367,007","6,851",20,"1,209",210,149,"1,588",359
20/03/2021 ,"6,143","355,221","3,894","3,686","368,944","7,580",23,"1,185",411,318,"1,937",729
21/03/2021 ,"6,160","357,100","3,859","3,463","370,582","7,322",17,"1,879",-35,-223,"1,638",-258
22/03/2021 ,"6,179","358,826","3,775","3,276","372,056","7,051",19,"1,726",-84,-187,"1,474",-271
23/03/2021 ,"6,206","360,479","3,107","3,079","372,871","6,186",27,"1,653",-668,-197,815,-865
24/03/2021 ,"6,224","362,248","2,650","2,639","373,761","5,289",18,"1,769",-457,-440,890,-897
25/03/2021 ,"6,241","362,975","3,222","3,049","375,487","6,271",17,727,572,410,"1,726",982
26/03/2021 ,"6,260","363,599","3,629","3,380","376,868","7,009",19,624,407,331,"1,381",738
27/03/2021 ,"6,281","364,251","3,932","3,758","378,222","7,690",21,652,303,378,"1,354",681
28/03/2021 ,"6,304","365,592","3,966","3,830","379,692","7,796",23,"1,341",34,72,"1,470",106
29/03/2021 ,"6,324","366,615","4,034","3,733","380,706","7,767",20,"1,023",68,-97,"1,014",-29
30/03/2021 ,"6,327","367,819","3,419","3,525","381,090","6,944",3,"1,204",-615,-208,384,-823
31/03/2021 ,"6,341","369,007","3,028","3,679","382,055","6,707",14,"1,188",-391,154,965,-237
01/04/2021 ,"6,344","369,929","3,447","3,672","383,392","7,119",3,922,419,-7,"1,337",412
02/04/2021 ,"6,351","371,254","3,433","3,594","384,632","7,027",7,"1,325",-14,-78,"1,240",-92
03/04/2021 ,"6,356","372,494","3,317","3,563","385,730","6,880",5,"1,240",-116,-31,"1,098",-147
04/04/2021 ,"6,360","373,565","3,149","3,392","386,466","6,541",4,"1,071",-168,-171,736,-339
05/04/2021 ,"6,372","374,542","2,771","3,304","386,989","6,075",12,977,-378,-88,523,-466
06/04/2021 ,"6,379","375,080","2,705","3,312","387,476","6,017",7,538,-66,8,487,-58
07/04/2021 ,"6,391","375,651","2,814","3,482","388,338","6,296",12,571,109,170,862,279
08/04/2021 ,"6,410","376,270","3,244","3,653","389,577","6,897",19,619,430,171,"1,239",601
09/04/2021 ,"6,424","376,959","3,506","3,701","390,590","7,207",14,689,262,48,"1,013",310
10/04/2021 ,"6,435","377,797","3,716","3,619","391,567","7,335",11,838,210,-82,977,128
11/04/2021 ,"6,450","379,210","3,617","3,321","392,598","6,938",15,"1,413",-99,-298,"1,031",-397
12/04/2021 ,"6,459","380,560","3,324","2,947","393,290","6,271",9,"1,350",-293,-374,692,-667
13/04/2021 ,"6,482","381,449","3,326","2,861","394,118","6,187",23,889,2,-86,828,-84
14/04/2021 ,"6,489","382,091","3,338","2,861","394,779","6,199",7,642,12,0,661,12
15/04/2021 ,"6,504","382,617","3,921","3,067","396,109","6,988",15,526,583,206,"1,330",789
16/04/2021 ,"6,513","383,655","3,607","3,313","397,088","6,920",9,"1,038",-314,246,979,-68
17/04/2021 ,"6,520","384,652","3,512","3,441","398,125","6,953",7,997,-95,128,"1,037",33
18/04/2021 ,"6,536","385,615","3,313","3,611","399,075","6,924",16,963,-199,170,950,-29
19/04/2021 ,"6,558","386,606","3,218","3,666","400,048","6,884",22,991,-95,55,973,-40
20/04/2021 ,"6,569","387,507","2,945","3,487","400,508","6,432",11,901,-273,-179,460,-452
21/04/2021 ,"6,587","388,083","2,954","3,486","401,110","6,440",18,576,9,-1,602,8
22/04/2021 ,"6,596","388,735","3,497","3,548","402,376","7,045",9,652,543,62,"1,266",605
23/04/2021 ,"6,612","389,445","3,584","3,619","403,260","7,203",16,710,87,71,884,158
24/04/2021 ,"6,623","390,334","3,563","3,647","404,167","7,210",11,889,-21,28,907,7
25/04/2021 ,"6,645","391,301","3,399","3,718","405,063","7,117",22,967,-164,71,896,-93
26/04/2021 ,"6,660","392,595","3,152","3,405","405,812","6,557",15,"1,294",-247,-313,749,-560
27/04/2021 ,"6,679","393,205","2,999","3,322","406,205","6,321",19,610,-153,-83,393,-236
28/04/2021 ,"6,690","393,814","2,950","3,390","406,844","6,340",11,609,-49,68,639,19
29/04/2021 ,"6,710","394,403","3,308","3,410","407,831","6,718",20,589,358,20,987,378
30/04/2021 ,"6,733","394,939","3,421","3,527","408,620","6,948",23,536,113,117,789,230
01/05/2021 ,"6,747","395,644","3,533","3,622","409,546","7,155",14,705,112,95,926,207
02/05/2021 ,"6,767","396,594","3,450","3,589","410,400","7,039",20,950,-83,-33,854,-116
03/05/2021 ,"6,788","397,349","3,483","3,537","411,157","7,020",21,755,33,-52,757,-19
04/05/2021 ,"6,807","397,955","3,247","3,564","411,573","6,811",19,606,-236,27,416,-209
05/05/2021 ,"6,830","398,610","3,240","3,738","412,418","6,978",23,655,-7,174,845,167
06/05/2021 ,"6,850","399,224","3,406","3,843","413,323","7,249",20,614,166,105,905,271
07/05/2021 ,"6,872","399,821","3,485","3,928","414,106","7,413",22,597,79,85,783,164
08/05/2021 ,"6,896","400,403","3,569","3,970","414,838","7,539",24,582,84,42,732,126
09/05/2021 ,"6,911","401,114","3,648","3,974","415,647","7,622",15,711,79,4,809,83
10/05/2021 ,"6,933","401,744","3,723","3,941","416,341","7,664",22,630,75,-33,694,42
11/05/2021 ,"6,952","402,374","3,490","3,931","416,747","7,421",19,630,-233,-10,406,-243
12/05/2021 ,"6,973","403,039","3,402","3,989","417,403","7,391",21,665,-88,58,656,-30
13/05/2021 ,"6,973","403,630","3,630","3,955","418,188","7,585",0,591,228,-34,785,194
14/05/2021 ,"7,003","404,187","3,502","4,128","418,820","7,630",30,557,-128,173,632,45
15/05/2021 ,"7,066","404,715","3,288","3,978","419,047","7,266",63,528,-214,-150,227,-364
16/05/2021 ,"7,082","404,980","3,189","3,957","419,208","7,146",16,265,-99,-21,161,-120
17/05/2021 ,"7,107","405,229","3,158","4,135","419,629","7,293",25,249,-31,178,421,147
18/05/2021 ,"7,130","405,357","3,248","4,185","419,920","7,433",23,128,90,50,291,140
19/05/2021 ,"7,149","405,535","3,366","4,409","420,459","7,775",19,178,118,224,539,342
20/05/2021 ,"7,169","405,714","3,797","4,674","421,354","8,471",20,179,431,265,895,696
21/05/2021 ,"7,184","405,918","4,142","4,966","422,210","9,108",15,204,345,292,856,637
22/05/2021 ,"7,196","406,300","4,386","5,260","423,142","9,646",12,382,244,294,932,538
23/05/2021 ,"7,207","406,669","4,744","5,389","424,009","10,133",11,369,358,129,867,487
24/05/2021 ,"7,225","406,987","5,079","5,537","424,828","10,616",18,318,335,148,819,483
25/05/2021 ,"7,239","407,493","5,017","5,463","425,212","10,480",14,506,-62,-74,384,-136
26/05/2021 ,"7,250","408,019","4,993","5,567","425,829","10,560",11,526,-24,104,617,80
27/05/2021 ,"7,271","408,585","5,280","5,633","426,769","10,913",21,566,287,66,940,353
28/05/2021 ,"7,288","409,497","5,161","5,516","427,462","10,677",17,912,-119,-117,693,-236
29/05/2021 ,"7,296","410,508","5,004","5,461","428,269","10,465",8,"1,011",-157,-55,807,-212
30/05/2021 ,"7,309","411,495","5,100","5,429","429,333","10,529",13,987,96,-32,"1,064",64
31/05/2021 ,"7,327","412,074","5,241","5,417","430,059","10,658",18,579,141,-12,726,129
01/06/2021 ,"7,349","412,593","5,214","5,422","430,578","10,636",22,519,-27,5,519,-22
02/06/2021 ,"7,361","413,179","5,178","5,461","431,179","10,639",12,586,-36,39,601,3
03/06/2021 ,"7,381","413,680","5,402","5,430","431,893","10,832",20,501,224,-31,714,193
04/06/2021 ,"7,402","414,496","5,414","5,487","432,799","10,901",21,816,12,57,906,69
05/06/2021 ,"7,423","415,317","5,756","5,620","434,116","11,376",21,821,342,133,"1,317",475
06/06/2021 ,"7,438","416,181","5,966","5,550","435,135","11,516",15,864,210,-70,"1,019",140
07/06/2021 ,"7,457","416,994","6,261","5,620","436,332","11,881",19,813,295,70,"1,197",365
08/06/2021 ,"7,478","417,997","6,057","5,555","437,087","11,612",21,"1,003",-204,-65,755,-269
09/06/2021 ,"7,499","419,109","6,120","5,730","438,458","11,850",21,"1,112",63,175,"1,371",238
10/06/2021 ,"7,523","420,211","6,991","5,829","440,554","12,820",24,"1,102",871,99,"2,096",970
11/06/2021 ,"7,543","421,396","7,750","6,158","442,847","13,908",20,"1,185",759,329,"2,293","1,088"
12/06/2021 ,"7,557","422,121","8,855","6,769","445,302","15,624",14,725,"1,105",611,"2,455","1,716"
13/06/2021 ,"7,571","423,056","10,034","7,410","448,071","17,444",14,935,"1,179",641,"2,769","1,820"
14/06/2021 ,"7,609","424,088","11,240","7,856","450,793","19,096",38,"1,032","1,206",446,"2,722","1,652"
15/06/2021 ,"7,634","425,417","11,102","8,142","452,295","19,244",25,"1,329",-138,286,"1,502",148
16/06/2021 ,"7,665","426,695","11,555","8,756","454,671","20,311",31,"1,278",453,614,"2,376","1,067"
17/06/2021 ,"7,713","428,764","13,054","9,284","458,815","22,338",48,"2,069","1,499",528,"4,144","2,027"
18/06/2021 ,"7,777","431,264","14,951","9,560","463,552","24,511",64,"2,500","1,897",276,"4,737","2,173"
19/06/2021 ,"7,836","433,499","16,787","10,325","468,447","27,112",59,"2,235","1,836",765,"4,895","2,601"
20/06/2021 ,"7,905","435,982","19,105","11,037","474,029","30,142",69,"2,483","2,318",712,"5,582","3,030"
21/06/2021 ,"7,976","439,007","20,717","11,343","479,043","32,060",71,"3,025","1,612",306,"5,014","1,918"
22/06/2021 ,"8,014","442,059","21,167","11,024","482,264","32,191",38,"3,052",450,-319,"3,221",131
23/06/2021 ,"8,057","443,195","22,868","12,837","486,957","35,705",43,"1,136","1,701","1,813","4,693","3,514"
24/06/2021 ,"8,107","445,718","26,403","14,234","494,462","40,637",50,"2,523","3,535","1,397","7,505","4,932"
25/06/2021 ,"8,177","448,288","29,325","15,606","501,396","44,931",70,"2,570","2,922","1,372","6,934","4,294"
26/06/2021 ,"8,220","451,013","33,829","17,605","510,667","51,434",43,"2,725","4,504","1,999","9,271","6,503"
27/06/2021 ,"8,269","454,497","38,464","18,831","520,061","57,295",49,"3,484","4,635","1,226","9,394","5,861"
28/06/2021 ,"8,348","457,935","42,252","19,874","528,409","62,126",79,"3,438","3,788","1,043","8,348","4,831"
29/06/2021 ,"8,426","461,439","45,504","20,419","535,788","65,923",78,"3,504","3,252",545,"7,379","3,797"
30/06/2021 ,"8,486","464,943","47,829","22,210","543,468","70,039",60,"3,504","2,325","1,791","7,680","4,116"
01/07/2021 ,"8,528","468,461","49,836","24,184","551,009","74,020",42,"3,518","2,007","1,974","7,541","3,981"
02/07/2021 ,"8,547","473,467","53,014","25,380","560,408","78,394",19,"5,006","3,178","1,196","9,399","4,374"
03/07/2021 ,"8,577","479,150","54,941","27,442","570,110","82,383",30,"5,683","1,927","2,062","9,702","3,989"
04/07/2021 ,"8,652","484,949","59,307","27,687","580,595","86,994",75,"5,799","4,366",245,"10,485","4,611"
05/07/2021 ,"8,779","491,556","62,873","28,290","591,498","91,163",127,"6,607","3,566",603,"10,903","4,169"
06/07/2021 ,"8,861","497,492","65,448","29,136","600,937","94,584",82,"5,936","2,575",846,"9,439","3,421"
07/07/2021 ,"9,042","501,199","69,644","30,418","610,303","100,062",181,"3,707","4,196","1,282","9,366","5,478"
08/07/2021 ,"9,110","512,085","72,361","29,721","623,277","102,082",68,"10,886","2,717",-697,"12,974","2,020"
09/07/2021 ,"9,306","526,941","73,239","26,903","636,389","100,142",196,"14,856",878,"-2,818","13,112","-1,940"
10/07/2021 ,"9,357","543,867","71,812","24,273","649,309","96,085",51,"16,926","-1,427","-2,630","12,920","-4,057"
11/07/2021 ,"9,395","564,437","68,251","20,359","662,442","88,610",38,"20,570","-3,561","-3,914","13,133","-7,475"
12/07/2021 ,"9,462","584,912","66,581","16,106","677,061","82,687",67,"20,475","-1,670","-4,253","14,619","-5,923"
13/07/2021 ,"9,541","589,486","71,848","18,368","689,243","90,216",79,"4,574","5,267","2,262","12,182","7,529"
14/07/2021 ,"9,603","592,556","78,571","21,180","701,910","99,751",62,"3,070","6,723","2,812","12,667","9,535"
15/07/2021 ,"9,743","595,582","86,298","22,978","714,601","109,276",140,"3,026","7,727","1,798","12,691","9,525"
16/07/2021 ,"9,845","604,033","88,295","24,843","727,016","113,138",102,"8,451","1,997","1,865","12,415","3,862"
17/07/2021 ,"9,902","615,640","87,929","23,713","737,184","111,642",57,"11,607",-366,"-1,130","10,168","-1,496"
18/07/2021 ,"10,103","627,481","86,457","22,271","746,312","108,728",201,"11,841","-1,472","-1,442","9,128","-2,914"
19/07/2021 ,"10,345","640,171","81,275","19,521","751,312","100,796",242,"12,690","-5,182","-2,750","5,000","-7,932"
20/07/2021 ,"10,610","652,242","75,776","18,897","757,525","94,673",265,"12,071","-5,499",-624,"6,213","-6,123"
21/07/2021 ,"10,692","662,800","72,115","17,822","763,429","89,937",82,"10,558","-3,661","-1,075","5,904","-4,736"
22/07/2021 ,"10,865","673,424","68,974","17,224","770,487","86,198",173,"10,624","-3,141",-598,"7,058","-3,739"
23/07/2021 ,"11,021","687,864","62,789","16,846","778,520","79,635",156,"14,440","-6,185",-378,"8,033","-6,563"
24/07/2021 ,"11,181","702,477","56,946","16,276","786,880","73,222",160,"14,613","-5,843",-570,"8,360","-6,413"
25/07/2021 ,"11,333","716,838","48,934","15,168","792,273","64,102",152,"14,361","-8,012","-1,108","5,393","-9,120"
26/07/2021 ,"11,436","731,504","38,271","13,724","794,935","51,995",103,"14,666","-10,663","-1,444","2,662","-12,107"
27/07/2021 ,"11,606","746,087","26,961","13,848","798,502","40,809",170,"14,583","-11,310",124,"3,567","-11,186"
28/07/2021 ,"11,688","757,122","22,332","12,885","804,027","35,217",82,"11,035","-4,629",-963,"5,525","-5,592"
29/07/2021 ,"11,844","768,562","16,676","10,790","807,872","27,466",156,"11,440","-5,656","-2,095","3,845","-7,751"
30/07/2021 ,"11,952","779,720","11,264","8,390","811,326","19,654",108,"11,158","-5,412","-2,400","3,454","-7,812"
31/07/2021 ,"12,135","784,668","10,134","7,716","814,653","17,850",183,"4,948","-1,130",-674,"3,327","-1,804"
01/08/2021 ,"12,209","789,261","9,399","6,485","817,354","15,884",74,"4,593",-735,"-1,231","2,701","-1,966"
02/08/2021 ,"12,363","791,422","9,202","5,777","818,764","14,979",154,"2,161",-197,-708,"1,410",-905
03/08/2021 ,"12,433","793,928","8,705","5,299","820,365","14,004",70,"2,506",-497,-478,"1,601",-975
04/08/2021 ,"12,514","796,381","9,535","4,916","823,346","14,451",81,"2,453",830,-383,"2,981",447
05/08/2021 ,"12,629","799,151","9,458","4,419","825,657","13,877",115,"2,770",-77,-497,"2,311",-574
06/08/2021 ,"12,682","802,373","8,813","3,974","827,842","12,787",53,"3,222",-645,-445,"2,185","-1,090"
07/08/2021 ,"12,750","806,924","6,957","3,219","829,850","10,176",68,"4,551","-1,856",-755,"2,008","-2,611"
08/08/2021 ,"12,770","808,087","7,567","3,075","831,499","10,642",20,"1,163",610,-144,"1,649",466
09/08/2021 ,"12,783","809,087","7,430","2,926","832,226","10,356",13,"1,000",-137,-149,727,-286
10/08/2021 ,"12,824","810,308","7,495","3,024","833,651","10,519",41,"1,221",65,98,"1,425",163
11/08/2021 ,"12,866","811,642","7,873","3,228","835,609","11,101",42,"1,334",378,204,"1,958",582
12/08/2021 ,"12,908","813,898","7,008","2,873","836,687","9,881",42,"2,256",-865,-355,"1,078","-1,220"
13/08/2021 ,"12,976","815,468","6,724","2,729","837,897","9,453",68,"1,570",-284,-144,"1,210",-428
14/08/2021 ,"13,005","816,687","6,748","2,820","839,260","9,568",29,"1,219",24,91,"1,363",115
15/08/2021 ,"13,022","817,764","6,755","2,901","840,442","9,656",17,"1,077",7,81,"1,182",88
16/08/2021 ,"13,050","818,700","6,290","2,915","840,955","9,205",28,936,-465,14,513,-451
17/08/2021 ,"13,074","819,620","5,955","2,961","841,610","8,916",24,920,-335,46,655,-289
18/08/2021 ,"13,087","820,517","6,006","3,029","842,639","9,035",13,897,51,68,"1,029",119
19/08/2021 ,"13,121","821,451","5,794","3,004","843,370","8,798",34,934,-212,-25,731,-237
20/08/2021 ,"13,132","822,399","5,721","3,087","844,339","8,808",11,948,-73,83,969,10
21/08/2021 ,"13,152","823,314","5,565","3,199","845,230","8,764",20,915,-156,112,891,-44
22/08/2021 ,"13,173","824,227","5,584","2,947","845,931","8,531",21,913,19,-252,701,-233
23/08/2021 ,"13,193","824,958","5,477","2,788","846,416","8,265",20,731,-107,-159,485,-266
24/08/2021 ,"13,203","825,573","5,277","2,847","846,900","8,124",10,615,-200,59,484,-141
25/08/2021 ,"13,214","826,302","5,442","2,731","847,689","8,173",11,729,165,-116,789,49
26/08/2021 ,"13,216","827,333","5,110","2,604","848,263","7,714",2,"1,031",-332,-127,574,-459
